"","USER_ID_hash","COUPON_ID_hash"
"98811","004f6fe912f2fa81036a47204eb69451","0c015306597566b632bebfb63b7e59f3"
"127704","0051705e1aedf39d6c3019ef7a71d480","10a5759c0191b9097fa91650625e5a95"
"22974","00563f5737892fc2f75f70bf794f4b43","275975828df0a5b40cdf4ec3c68279e1"
"128804","0057e72575079113710648ae0f726d97",NA
"53628","00595dfad804feb7abf7a5ede886d61f","2bfb0ce2886e31ae8e768feb4caa13bc"
"108103","005af1a93202b483fb9dc9111b3221a3","266745cba5481af70ec489f67f2d5d77"
"130666","005c745794b032c959b84ab8d7719cc8","ba91830795402456f1e1f8344b158169"
"134023","005d6db2f6c9a429bca5422eae28c7fc","ea370226d85d02873a4126e366d16d58"
"137668","0061fbd45a97bee09b4e35be3bc49806",NA
"137851","0063b1e381d0cdd8c26cde7900be1cf1","51da52d5516033bea13972588b671184"
"107417","0065e8f5d12a93fc60f6912843a93d64","16eb5a39ed9efd47cedbfdf8985df147"
"61116","0066365bbd17b7bd5bf354588bab2bc2","33a8b5e8be609b4ab23ba32ee63bad92"
"149381","006caac9a3de3abdaff418244b47a3d8","01023eac71c13f529f43cfb691d914c9"
"137409","006dee1e1744c8c400290ca744dc42e8",NA
"53110","006e24d0f0e33f720509fcb478e67f9f","c988d799bc7db9254fe865ee6cf2d4ff"
"23080","006e3bcaf52da21f62710adb9a6ec16c","27741884a086e2864936d7ef680becc2"
"37700","0071ebbe151efdb94dbf1be4067f01ee","b47340cbd4f4c57f32637cfb86462cc3"
"62767","00725aaf2b92b4e9020942abcd2f1d35","d4e29fa02359c30bedc401ea197ce6a2"
"153051","00769e4991d8852c84831e2b577b13ae","5f6d9578d67c197ad0e8767e27d64936"
"153052","0077ce7f3a971391a130ea9202066765","5f6d9578d67c197ad0e8767e27d64936"
"155545","007b9584c411dee9839f8d8408c6c6d0","5e47b887e154f746883013f863c3ffe1"
"160178","0083cc12fd8a104d507bc3a18c8a6013","8c470d8651dbc290e3b5742dc4556a29"
"72553","0084c56c3ce9fbdad9afe30c3306b484","2593c4b46932e9c6ce808e19268f5180"
"62833","0087d58cc05e681a87209cd4088c60df","d4e29fa02359c30bedc401ea197ce6a2"
"56214","0088f6ae84347f0ba2183ef2951feb24","c988d799bc7db9254fe865ee6cf2d4ff"
"95607","008a64b6765a05c30e23095cfb2a348f","266745cba5481af70ec489f67f2d5d77"
"161585","008ced18cd570db7c9ea404ee113073c",NA
"162079","008d7c89b38f5a1b45600dc4e245a4b6",NA
"137459","008db2e1a0e0bd1d64b109ca85a3e18d",NA
"88838","009276035c4ebbdc1d53a3ce50613cae",NA
"1937","0095063608af535d1165f3100821add1","db7c52cbb13947dd532fcd4253d794f2"
"957","0095088790390b45d29179197795ad0a","de80288d79d7e6d927b7e829d59c9ce6"
"88775","00955186658c69b439228db929b8c8ad",NA
"44202","009644d6ad0ee14288b15cc9e4fc7dff","c988d799bc7db9254fe865ee6cf2d4ff"
"92035","009ef4c4adfbb23defa08fabb6f4ad4f","0c015306597566b632bebfb63b7e59f3"
"162822","00a3c309ae38cb292409d37734c983e8","13a9d45e4123c15036e51b57ee6c78d8"
"152961","00a5f11834daa97b383ee72d1ff06b0a","5f6d9578d67c197ad0e8767e27d64936"
"107217","00a602cba79e304ce12a589d69e42e13","16eb5a39ed9efd47cedbfdf8985df147"
"131223","00a763d2abcef5500e63cfbdfcb457d5","ea370226d85d02873a4126e366d16d58"
"58288","00a7987eed42afa3148504fa7bdbf9d0","2bfb0ce2886e31ae8e768feb4caa13bc"
"129343","00ab91e8845b7907dc3e95903de56a49","add2d0d80d628f086f4b30f9e72d3435"
"89841","00ab9805f12b99b45a478c88ba635309","16eb5a39ed9efd47cedbfdf8985df147"
"102849","00b2aae79dc9e4c48035fa05973aed44","16eb5a39ed9efd47cedbfdf8985df147"
"161567","00b3ab4c645478ff03309b36086bc0c1",NA
"163404","00b4a2b55ba6f85783936da1b307acea","0147fd072c6ef4e299d428f19a5f0e01"
"163917","00c08ee9bcc0fbeb09b042ecbb2d9693",NA
"52168","00c311766e6f97432be7e9fce89844c7","2bfb0ce2886e31ae8e768feb4caa13bc"
"162886","00c890acad2cbae1a15e8e9b1c38b6ef","df7d72a87f2c99634766f0f3bef141ef"
"60790","00c91024113d88948db3f1dbe625b97a","32e815814581490f39b62f378c50f436"
"852","00cbe557c2896c94595f23f7dfdf3dc7","32a7497e342a5fb297b5e84a406cbd40"
"62272","00cc3af220d2227305a14fda56bc5398","d4e29fa02359c30bedc401ea197ce6a2"
"164055","00cf131695355ed619b05511fafb4498",NA
"63196","00cf81b17ac6fae8834d699e9c72fb76",NA
"631","00d46e2af5a81dac411c601e3c61d3a6","de80288d79d7e6d927b7e829d59c9ce6"
"165440","00d6e43dfa3eea48999e62305fd23ac7","cb4c67c749dc53afd24aea31de705108"
"129011","00e3bd948d36ed29ddedfa07f13cab85","add2d0d80d628f086f4b30f9e72d3435"
"16878","00e741c48bd667213c05d164f21c9d7b","3109388c81e16b156cb5bb6c5414333e"
"50798","00e8fcf694a316710ac86b87690fc136","c988d799bc7db9254fe865ee6cf2d4ff"
"86258","00e9d0861a08f719505dd548fc5b6893","3b170ecd397aa6b72cc4eb2a2bc55923"
"137929","00eafddc183101c0423441c1ec19d812","51da52d5516033bea13972588b671184"
"162775","00ed8102ef21b558b7ec54abc84209e7","df7d72a87f2c99634766f0f3bef141ef"
"130805","00efdcc118bfcb6b8e9c05a6bfe83690","c7ae4734ca3c566d9b409b6c326c5840"
"63230","00f19d89871761d5e8f3aa2a9dc53d53",NA
"125731","00f28790a5645782dc397f239157deb7","2910967a440a4cf8eb0c9facbe1f059d"
"166214","00fb2719a74a7743d941ad8aa9471f2b",NA
"90427","00fc5f5c80ea0096fb9b59ff284990cd","0c015306597566b632bebfb63b7e59f3"
"62466","01013e0dfeeeeeccc67ba63db68cc8c3","db25ee0094a086ed6663f94e41428835"
"52452","0101b3f41049fd4d3ac79c4c249d1e9c","2bfb0ce2886e31ae8e768feb4caa13bc"
"48130","0104f3489e4545850640ca62a20eb78c","c988d799bc7db9254fe865ee6cf2d4ff"
"50210","01057e2fec0611cbd3791bc7b54b4f6c","c988d799bc7db9254fe865ee6cf2d4ff"
"62581","01066c8039163b15cabe1a66731cacc5","d4e29fa02359c30bedc401ea197ce6a2"
"166633","01079a15d513328a563ed14810d8d812",NA
"137430","010c72036a94b788683ac606f12c98ec",NA
"62628","010d84d55bf1f037ed24f4f1e0512cca","db25ee0094a086ed6663f94e41428835"
"54608","010f04c8a9e7eba59488c14a2ff94729","2bfb0ce2886e31ae8e768feb4caa13bc"
"130358","010fbbf28b8867c20f41647080a06fdf","ba91830795402456f1e1f8344b158169"
"166120","01149812ed393ec4eb0030d647a4a7a7",NA
"849","0115d7ead6087e8c4e60440bdaf24741","de80288d79d7e6d927b7e829d59c9ce6"
"53144","0116ea410b509218368c6a93243008cd","2bfb0ce2886e31ae8e768feb4caa13bc"
"47990","011afe821b14fa95a943920c2560b814","c988d799bc7db9254fe865ee6cf2d4ff"
"101859","011bd393351ec55f60bcb53a3094bfbb","0c015306597566b632bebfb63b7e59f3"
"118982","01207351c1fe8bee08051a4aee8bbefb","482d9561d1808bce71b06354f1a5481e"
"137912","01223ae5c6179b5acba117aa61deb59c","51da52d5516033bea13972588b671184"
"56072","01230197572f40586acf5415ca0cf75b","2bfb0ce2886e31ae8e768feb4caa13bc"
"161688","01237e1e3fe4710b0774affa79128f48",NA
"162095","0123a2c65fa8f26e9daa407bdbed0dc0",NA
"166960","01252657391aecf520d2a2f5df494579","fbbfdbb5b73e81a6ae06e02411ad6bbf"
"132268","01299009ac6cf13f9a5c08e85d74278a","829cbe032ece12e2b1ca9b72b0769138"
"161710","01299a508afa6132d817cd9d17375244",NA
"48764","0129c72bb855f8a7d2b1cf5775d7e069","2bfb0ce2886e31ae8e768feb4caa13bc"
"161989","012c474c3923dd4f533920dbebf45c5e",NA
"108897","0135bb091e1ae71230f1f32eb88e8003","16eb5a39ed9efd47cedbfdf8985df147"
"131367","0137f73c8754c26c02e99758400aa898","ea370226d85d02873a4126e366d16d58"
"162162","013a4e63534d4b30ece3d0bc5018e262",NA
"170172","013beebf9fbb6df46bbfdceb87b95501",NA
"50214","013d23aaf89fe8a6f7e3ad160a9a9899","c988d799bc7db9254fe865ee6cf2d4ff"
"882","013e15265fe9abf8fca010510f1f7e94","32a7497e342a5fb297b5e84a406cbd40"
"109482","013e69bb792ec6c21f399760fd361975","d79a889ee9d0712607a2672e96ba3d69"
"107722","013f0cbe1492f7fc27c7a83c4c84ea9d","d79a889ee9d0712607a2672e96ba3d69"
"164140","013fce36d557cce6f534759f1b42f3ec",NA
"1595","014161520657fd0d97127bd448325b00","f5a77f2907876411752d58e1b9030023"
"138000","01429c7ff2948b22b111e5b24e1cac6b","51da52d5516033bea13972588b671184"
"43218","014436d9eb5663f6cf4c646893116a11","275975828df0a5b40cdf4ec3c68279e1"
"51704","01473e51f144dcd6b3b5df9b1d20cb86","2bfb0ce2886e31ae8e768feb4caa13bc"
"52192","014c6b45618f0266bb15896cca45b097","2bfb0ce2886e31ae8e768feb4caa13bc"
"172874","014dcc5bea66ac420b81110d04f455c6","53ce18d34281d3ce95dc7e40dfa99fdd"
"71192","0153b1d18ae76f4e80789b95ab081c84","3b170ecd397aa6b72cc4eb2a2bc55923"
"48972","015416d63ab40f65ac0d82d65553e384","2bfb0ce2886e31ae8e768feb4caa13bc"
"31645","0155ad4d4edfdc1bfb93185ca4edc5e0","db7c52cbb13947dd532fcd4253d794f2"
"128687","01571601a5c6b5658b3c4d392a0c4171",NA
"85016","015bedf8367b5c1c5792f72082e3f58d","3b170ecd397aa6b72cc4eb2a2bc55923"
"105530","015d8b88bcc1c2d8e42cf0a97c8defc6","d79a889ee9d0712607a2672e96ba3d69"
"175641","016010c8c8c29f3312df85aa53bea633","3201db67edf59356daf8b460638df93c"
"176458","016331a24139def6e88b4da39f8ab8c4","b0cc2ae957ffd1ffc18067cd11179029"
"54514","016677d312e2b1be831d147bf0fd4e1c","c988d799bc7db9254fe865ee6cf2d4ff"
"62571","0166bc8c7775d727fe01e462e6a75101","db25ee0094a086ed6663f94e41428835"
"28427","0168bd69bb388767fac7ffa43f4e352b","375e3345bb44ee7374c40871d4a15c75"
"1643","016a542ab5ae2f7330eca47d4b7f5e9b","f5a77f2907876411752d58e1b9030023"
"105545","016ba254d7c5ae0a607754fe48855f26","16eb5a39ed9efd47cedbfdf8985df147"
"51712","016d9e22f328423dc74eecd0d00a478a","2bfb0ce2886e31ae8e768feb4caa13bc"
"109918","016db9a10d9072d2ef369578e5d01259",NA
"101755","016ddc7196c00e0b3e2707b96cfb7005","0c015306597566b632bebfb63b7e59f3"
"56730","016fa4627154abe1b299b0854f46f2fc","c988d799bc7db9254fe865ee6cf2d4ff"
"48622","0170ec26fc830b0467542e4964d05ec0","c988d799bc7db9254fe865ee6cf2d4ff"
"47800","0172416db36f2eb12bbcd187133942ae","2bfb0ce2886e31ae8e768feb4caa13bc"
"13062","0172d1b900781d4adbe1a9ce4997cad8","275975828df0a5b40cdf4ec3c68279e1"
"47666","0175f1bb9e5a0266f81a4abf85999670","c988d799bc7db9254fe865ee6cf2d4ff"
"116788","017b916b7238e43852f7b53d84e2f20a","f453a31322bc6acc85d3b10ddace13e1"
"61599","0181f9acdd3243555729b1ca4d646dfa",NA
"63643","0183e2de94b46ab4d8c2c19001b8b937","2ea355faf68262d56fd7e94735e2c8e5"
"92835","01854ffb0b1379512de45445f22f730f","0c015306597566b632bebfb63b7e59f3"
"102751","0187511eccd31108b3fc34b99f399d31","266745cba5481af70ec489f67f2d5d77"
"99943","0188d5c73e2f97d9308a8195511ddc3e","266745cba5481af70ec489f67f2d5d77"
"117310","018a7f9b17b984e02a991a6c5bbedae2","482d9561d1808bce71b06354f1a5481e"
"27812","01907d9d26f7c04a107be4be4540d4b2","27741884a086e2864936d7ef680becc2"
"47521","0196192ec6442dd2168a8ba9d82c0d12","6d3ea4f9c9272ee7595eaca7f96234db"
"46371","0197bd343350e76a53eeeb1271b959ae","3905228fb8cac640b673f71d5f315df5"
"48592","019903f851259e879fdf483d50f40204","2bfb0ce2886e31ae8e768feb4caa13bc"
"58590","019aa7c78e178a73aba795fd287cf368","c988d799bc7db9254fe865ee6cf2d4ff"
"177204","019b05323afe6ed61d237703c448dac5",NA
"177533","019fb9aba578adf543b8ded4dad767b0","c60dbd64087f40d46d539a96947d0e87"
"125694","01a1f5fdd1abcd214aa04444df9a26c1","c1812b1c062f096ce5e58cfd6ba86d62"
"49772","01a2e32567fdbecaa4d484913827ccf6","2bfb0ce2886e31ae8e768feb4caa13bc"
"162126","01a9171435dedb8740577b520f0625b0",NA
"128681","01a99a1d2286d45e42c7b7e90c2c86a6",NA
"997","01aa263f2bebe3b7ae43503629eafe54","de80288d79d7e6d927b7e829d59c9ce6"
"90337","01aaabce7c7e71033bc4763b890df720","16eb5a39ed9efd47cedbfdf8985df147"
"168649","01b0ed6f33749cb5e073b6a2199b8c60","007dce05be7f473f362e79bfe7256736"
"166154","01b1f44795349f4a52562adc7d9721c3",NA
"166610","01b3f011eaa17ecf602d67aba43b5eca",NA
"45746","01b930305a18f0db73f026a80dcb20e3","c988d799bc7db9254fe865ee6cf2d4ff"
"128331","01b9edbc472e9f1666db4fdedbe3ce5d","c1812b1c062f096ce5e58cfd6ba86d62"
"164131","01bb2058bc77883185f8014296626dbc",NA
"53328","01bd5360b53106d0f8806dfe507e6ffc","2bfb0ce2886e31ae8e768feb4caa13bc"
"177595","01c05231e0a8155b664856d9ccdbf1c3","46da51ba6dd20c514c2802f79a4e94b2"
"48780","01c417112f697891d9a4b251a039d41b","2bfb0ce2886e31ae8e768feb4caa13bc"
"178952","01c68fdc90cec4cbbc8db95fe3600588","f05f9decd2c6493029bbd11bb5416058"
"51446","01c8ccb3c9903618c4fa3dd9f277b159","c988d799bc7db9254fe865ee6cf2d4ff"
"172060","01ca1b3c7ad219f2fe543ae784108e73","b253edd7a4c3c53419906ef39fb1fd0a"
"128792","01cd9fb2af5ab4038875baebc44222cc",NA
"63779","01cdbe4f8554d0c6675a7b07774037f3","2ea355faf68262d56fd7e94735e2c8e5"
"56382","01d1e3eac72dd14f7a8f169e912934f7","c988d799bc7db9254fe865ee6cf2d4ff"
"181832","01d3abb522ee6fad16f76d280609b657",NA
"1817","01d5a61212726a6d1f5273595de8504f","5723e6dc3cfcdb73119e91c9bd37fd1b"
"128745","01d5e7298202e8ace1681b8ec5f336f4",NA
"58675","01d79fb7b63ab428712575c0f02d3fdd","3905228fb8cac640b673f71d5f315df5"
"58086","01da67d93280d72c87cbf1c9bf35fdb3","c988d799bc7db9254fe865ee6cf2d4ff"
"100177","01da9dd55cb5d275f55210c79427ca02","16eb5a39ed9efd47cedbfdf8985df147"
"76245","01e0651a378c8e030f04be16e759b057","911b6e9f11b1a84383762dd0ac32243a"
"107859","01e181f8ab722cb7605d1f625da8393f","0c015306597566b632bebfb63b7e59f3"
"63357","01e2d005809cda10a62a2044ba042cc0",NA
"19790","01e3328bd13bb1eac0741aa306150af4","3109388c81e16b156cb5bb6c5414333e"
"57820","01e37e58a6b2d2acd058d230cc683ac3","2bfb0ce2886e31ae8e768feb4caa13bc"
"857","01e4c49bcca2e52aeceb2623fc16380e","de80288d79d7e6d927b7e829d59c9ce6"
"114756","01ea737ec95f9dded9e2f6aef0b44745","f80fab877d09509cd56dcbc9a251275d"
"110160","01ede202758624ed454ab31dee75affc",NA
"58444","01f16ce6662c7ec2a546acdc41cfac06","2bfb0ce2886e31ae8e768feb4caa13bc"
"163493","01f607ae5fd7ca102ce739230a169a12","0147fd072c6ef4e299d428f19a5f0e01"
"183791","01f61f5948da9c6c47bc47e6a959d48c","3d1f286f3c659a74a3ab1c3d1cf3081c"
"97715","01f68fea66453e2e170b82ff535e9ebb","0c015306597566b632bebfb63b7e59f3"
"166663","01fb076e8faaf71783142cc782a537b7",NA
"52352","01fe2ba07e7ac585e8775f608e11c091","2bfb0ce2886e31ae8e768feb4caa13bc"
"173384","01ffc7d50cf3b2df7de83e38384d0cf3","8355d0941783ebd032bc4d158bbadb67"
"24596","0200f1c16acdc92252fc12a4fe31dc09","b47340cbd4f4c57f32637cfb86462cc3"
"60915","0201eaa15be18dc4ade4dbe4a75f2978","2d94d146fb0de74d7289fa0b9bd09764"
"93345","02020143c01b0f164c66aad984a45529","16eb5a39ed9efd47cedbfdf8985df147"
"51450","0206e1a074f61e94eff15f45d75127bd","c988d799bc7db9254fe865ee6cf2d4ff"
"101851","0208baba626434ed215963102944e6ca","0c015306597566b632bebfb63b7e59f3"
"161693","020a50a4429fe679f423134c6f1e1fae",NA
"153015","020d18e8ca67262f685ec5bff6a78407","5f6d9578d67c197ad0e8767e27d64936"
"853","020db5aaa6779862364c51e8b272c193","de80288d79d7e6d927b7e829d59c9ce6"
"48312","020ff74ffe41143ce8502081c552fccf","2bfb0ce2886e31ae8e768feb4caa13bc"
"48734","02118c40b16074862856d3eb6190fa71","c988d799bc7db9254fe865ee6cf2d4ff"
"1709","02132e65f030c0f3d0defdad748332a6","5723e6dc3cfcdb73119e91c9bd37fd1b"
"40611","021a4f760a6ac0171cb5ee6d94929db0","9e22b913cb077f8ef844112bcfc72787"
"176938","022274c1a32d8110c624073750d340e8","b0cc2ae957ffd1ffc18067cd11179029"
"162122","0223075f36d8f71bf9968a84b229c6c5",NA
"62650","022ac1e66b1d064c8cada6410cd5de91","d4e29fa02359c30bedc401ea197ce6a2"
"171238","022c2516666581d9b70a2853c865fd99","0855a38feec9156f8849b7b89eaccdec"
"149540","022eb9ce315df20373bec5b16eb1db3e","00fcc93438a282f8b915777a209dd0bd"
"128476","0230ba99198f08d322d0eac2f7f45877","2910967a440a4cf8eb0c9facbe1f059d"
"108577","02311ccd9241a37e5ad6e8251faf12c7","16eb5a39ed9efd47cedbfdf8985df147"
"141764","02323c1085cc53a0076bc4416e6aa91e","dd74dc95ca294afa02db40a543ae1763"
"161892","0232f64d878a6002344f33050df957b0",NA
"185184","02367582d8dec04d8f4cfec080e6e1cd",NA
"177394","0237a21ca04c90f7831c32c823105d4f",NA
"53834","023c4bf1ba0636fab90f0c6cbc59a4fa","c988d799bc7db9254fe865ee6cf2d4ff"
"55144","023e330955566b842021beca203abdbb","2bfb0ce2886e31ae8e768feb4caa13bc"
"140229","02445d553744423d4f0ea545b5d0b8e0","01023eac71c13f529f43cfb691d914c9"
"106777","0244a2e0033029957f51e2bbccb23b59","16eb5a39ed9efd47cedbfdf8985df147"
"161335","024a465d7f3b773fd5970ede82901c0b","8c470d8651dbc290e3b5742dc4556a29"
"167740","024a54ab3da438531ff19cfbabe401a8","fbbfdbb5b73e81a6ae06e02411ad6bbf"
"63074","024e49444955bd06b4f6951f65b3d0e0",NA
"1411","025139172a167d6dfaeef7c367c7f6b0","f5a77f2907876411752d58e1b9030023"
"47628","025225dabac270aa1f2f3ee7d28b81f6","2bfb0ce2886e31ae8e768feb4caa13bc"
"100425","0252fc7016a3a3509137f0681e6552d4","16eb5a39ed9efd47cedbfdf8985df147"
"110123","0253f0aa85febfba17a6d6a0990961ee",NA
"1551","0254cb3bfec4966d2b6cecbbcbb2ef5f","f5a77f2907876411752d58e1b9030023"
"124572","025f6e6a4bb17e2216c7422e08660393","10a5759c0191b9097fa91650625e5a95"
"182","0260833ef427c8cfb514a46c7055fdad","32a7497e342a5fb297b5e84a406cbd40"
"109678","0264712f8d19f282a9323861ab492ce6",NA
"44578","02674014868aaa2e8d556c6d24a80f93","c988d799bc7db9254fe865ee6cf2d4ff"
"163362","0268c466617d8113230dca6c3e5afdd5","0147fd072c6ef4e299d428f19a5f0e01"
"63347","02703fdc095fad82bca39fdf5d3724e8",NA
"156446","02705451e104a4e7715f67ba78796f01","7792efbb9eb86e119b87a635e2f8bea2"
"174591","027661a0c36ecac8468559a7851f846f","4572fc64448bf1a4f7b1d58149ef838f"
"177329","027805f5aad2e029781d9390d51b3509",NA
"89731","027a09cb7243d77785ee18a85520d4a9","0c015306597566b632bebfb63b7e59f3"
"62341","027a57dfc7deb2354b8c6229413bcbdd","d4e29fa02359c30bedc401ea197ce6a2"
"144004","027efbb40929f4d33a2a0050a2793062","3bb014f5f52adb262f797dbc1589cf2c"
"44306","02842b5f538d994a16fb35175336e7b9","c988d799bc7db9254fe865ee6cf2d4ff"
"163141","0285cfa44e10a4d84826aa5799fbcfdf","df7d72a87f2c99634766f0f3bef141ef"
"176782","028698f4e426885681b364d520faf0d6","b0cc2ae957ffd1ffc18067cd11179029"
"177136","0287df69f3df8db373abef54c1a5b23e",NA
"57938","0290d60183db7cd484be02d8ac952474","c988d799bc7db9254fe865ee6cf2d4ff"
"7263","02921ce0d7f7b5756256fab21ce655b9","9e22b913cb077f8ef844112bcfc72787"
"177744","0292ed63d2c9f48398bdb4f3da189177","46da51ba6dd20c514c2802f79a4e94b2"
"1455","0296b5f074e6ec09c372617ec6cdb109","f5a77f2907876411752d58e1b9030023"
"178422","0297525e4a05ff656b4ce1cf897d26e4","dc23d9b9f9cf7202194e03de67a46eaf"
"134823","0299eaecf4465b8b35135e7d84dcb380","ea370226d85d02873a4126e366d16d58"
"10634","029d7e1fe544a4a598888f2326281f93","3109388c81e16b156cb5bb6c5414333e"
"51711","029e1ac44cf94ec662cb52366fd05c34","3905228fb8cac640b673f71d5f315df5"
"162684","029faf2b7a89edf8517219fb084fbd89","13a9d45e4123c15036e51b57ee6c78d8"
"103281","02a0e4c1f83730b86d8ab3c0576f1c67","16eb5a39ed9efd47cedbfdf8985df147"
"25970","02a2c2b665fef5d276d5140310a93025","275975828df0a5b40cdf4ec3c68279e1"
"113247","02a5d9d2edc615022349da237ff9d872","784c1314b9f64ae9f3c6e217fb10d15c"
"63408","02a6bc9d71e7e5094e0e5b33ac82a109",NA
"130286","02a7d9f492fb09c0a078607727343132","ba91830795402456f1e1f8344b158169"
"109745","02a86f66a8c5893a47bcc266d14dc6db",NA
"170239","02a909b54a829b289da6bfccb059491a",NA
"53982","02aa5a95de5240e4db6e52fd5fb819e9","c988d799bc7db9254fe865ee6cf2d4ff"
"185459","02b498174e6d6a27bba04c80af9cbdab","d846fc2343223e41914aa4e81ddea668"
"53348","02b572d504dda005da47cf03bb3bdb95","2bfb0ce2886e31ae8e768feb4caa13bc"
"49106","02b96b2a1154cefbc419efa9271fbe9f","c988d799bc7db9254fe865ee6cf2d4ff"
"25268","02bfb4eebef1b1d8ea25a2dcb6db1a58","b47340cbd4f4c57f32637cfb86462cc3"
"62610","02c1f546932b88409d8cbca0927bf271","db25ee0094a086ed6663f94e41428835"
"102725","02c3f72994b2ce7e5f0b3addeb0abfe6","fe5b6ec460a7b05d9fd8347bdbdb429d"
"100359","02cc8198dd2a6c9c31c3fb4f9143c97e","266745cba5481af70ec489f67f2d5d77"
"54788","02cc903512907110560c506fb233a53d","2bfb0ce2886e31ae8e768feb4caa13bc"
"54411","02ccf86bca61c7f500c76fefef5fddf4","3905228fb8cac640b673f71d5f315df5"
"98791","02d4231e67b85afa1a506a17607d96e0","266745cba5481af70ec489f67f2d5d77"
"88862","02d7b4cb7ef23814ac6114c2ed01d63b",NA
"77456","02d90abeb4b84365964cb7d3a45b03d7","3b170ecd397aa6b72cc4eb2a2bc55923"
"106249","02d97d5be8e7154ff9303fa65fca30c1","16eb5a39ed9efd47cedbfdf8985df147"
"170407","02daadb56dabdc4734ae2cda0a8734ab","0fd38be174187a3de72015ce9d5ca3a2"
"54792","02dbb79d91f72745314cf77d896d9e91","2bfb0ce2886e31ae8e768feb4caa13bc"
"109464","02dc3356ec4b1de09d690a93fd78df29","2cb5e0a522dcb7c539018c165359ad5a"
"128772","02e72f0fe5b3702f62a947daa8dadee3",NA
"113856","02e8febcf9c38072fd388be041911d9b","691ac7cbfd8359eb01c93cf44da1416d"
"169062","02ebbd26827c79915e8d706d16a0275d","d1da92a020c0762493115e8abdfddc55"
"63639","02f4b38479a96ea25c6d2d2dba180fa6","2ea355faf68262d56fd7e94735e2c8e5"
"91007","02f768a1271fe9cc094aab7adbf53cd2","266745cba5481af70ec489f67f2d5d77"
"161648","03067589bc4f1ccc8f666bb9416c271a",NA
"99875","0307a70e539aa0626907cf7db69a034b","0c015306597566b632bebfb63b7e59f3"
"141885","0309f0f8f2bae80c2c761642cbf0f954","a9d728f8ff9c34ca5cb69dd89f5e9c38"
"128918","030cdcb26a7205e6c16e44928d969dde","ba91830795402456f1e1f8344b158169"
"129377","030cf5c842f38c7f2021d5e4dc638249","c7ae4734ca3c566d9b409b6c326c5840"
"173840","030f3f629175c9b2a9b9eee531c16db0","88ed936d3953d1251c512ef22614ea12"
"96794","03104508ea6c75d659502ac1d22f96de","d79a889ee9d0712607a2672e96ba3d69"
"62481","03126858b0ae5833b942c03c2d88f00f","db25ee0094a086ed6663f94e41428835"
"94535","031a81d83aa7fd8bdca9823cbd991c1a","266745cba5481af70ec489f67f2d5d77"
"63299","0324d15452f5a88d1b5c7fbc375a3f4b",NA
"20268","032564f774d904f039e85378bfba9c1d","cd6752acd088c699d4f76c2252ea4458"
"128769","0328ca70a731e0743a73c682ad6c957c",NA
"128669","03298ef78e0509dfc916233d716f41f8",NA
"112039","032d4c400977dc9ab7f915fae17ef622","3a38f6aaca4924b24487a9d8206ac9e4"
"156320","032ddd543a2ed4d2f87ea37f7c7b3be5","ca8ea3d52ca939d6ab1b9c792baa6169"
